danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
0.696;0.384;-11.883;0.0321;0.499;0.0733;0.0964;0.0396;109.982;2t3judqcDS5LC73P4ExVDN;272013
0.583;0.694;-10.049;0.0637;0.0568;0.751;0.0846;0.13;120.147;310xF17abXDaKlq0gwv50l;136000
0.404;0.587;-11.172;0.156;0.165;0.00267;0.231;0.103;120.047;1TSxLktSlIdEsjTGWB4Fub;268000
0.507;0.729;-5.399;0.0393;0.0182;1.4e-06;0.0658;0.272;105.013;6GyFP1nfCDB8lbD2bG0Hq9;243960
0.54;0.494;-11.72;0.039;0.581;0.133;0.0977;0.0887;90.026;1bioW0YduGD3Cs8IQY7Gy9;304021
0.6;0.617;-7.0;0.0555;0.0955;0.913;0.108;0.037;106.892;3hGc6zv9LgSxGrIlhFdfT6;242243
0.717;0.452;-9.711;0.127;0.0747;0.0;0.0768;0.508;164.032;6iZTQ7OJ0B4Z4Lij5o7Ub0;203251
0.634;0.543;-13.391;0.181;0.525;0.0;0.232;0.467;121.557;7MDfN1ldfTMtuXXdVz2Pzc;186440
0.429;0.661;-7.227;0.0281;0.00239;0.000121;0.234;0.285;173.372;3e0wYnFxkqinmtXebYPMSt;266773
0.449;0.585;-6.761;0.0268;0.0509;8.75e-05;0.0833;0.212;139.631;6nek1Nin9q48AVZcWs9e9D;278719
0.727;0.86;-5.914;0.0615;0.0264;0.0;0.0485;0.482;104.958;1G0xFA3KNiKdbjhT2asL43;205715
0.63;0.804;-4.183;0.0363;0.215;0.0;0.253;0.492;123.146;3a1lNhkSLSkpJE4MSHpDu9;220293
0.503;0.719;-5.14;0.421;0.247;0.0;0.284;0.315;174.042;5E7qw3IWxNSY3yxSuuP1wt;205648
0.459;0.742;-8.201;0.0437;0.0259;0.00828;0.194;0.422;90.038;1QEkbxbhTV5WxyE419v9oQ;277000
0.834;0.55;-8.622;0.0451;0.488;0.000476;0.109;0.142;105.008;4X99feVnw46VIk2VNqWWL3;195573
0.448;0.808;-5.149;0.0786;0.0261;0.0;0.353;0.535;156.018;0TLJoRqTk1zmY8mq17stFo;200780
0.728;0.706;-7.115;0.0661;0.0779;4.23e-05;0.0927;0.393;110.962;2UzKyfZ8WsCywvxfBZI38E;178000
0.728;0.706;-7.115;0.0661;0.0779;4.23e-05;0.0927;0.393;110.962;2UzKyfZ8WsCywvxfBZI38E;178000
0.813;0.625;-8.627;0.0747;0.285;0.118;0.192;0.503;117.978;3PnLgSDutQtbRmtiiFx47H;167517
0.599;0.682;-5.393;0.0882;0.00684;0.0;0.117;0.459;143.834;5bvNpG6wiIEf1PA13TkTu2;215565
0.605;0.801;-7.503;0.0273;0.133;1.9e-06;0.295;0.763;120.001;3zhOfsCBJUn9gpn5vHslmI;230493
0.621;0.633;-7.368;0.21;0.358;5.4e-06;0.101;0.438;116.206;2tKIHrHyuaA05qDKwuEdWJ;192414
0.583;0.695;-5.336;0.0423;0.0141;0.0;0.0527;0.224;104.879;0g5EKLgdKvNlln7TNqBByK;220573
0.576;0.766;-4.943;0.449;0.028;1.68e-06;0.366;0.236;144.833;5YEOzOojehCqxGQCcQiyR4;246761
0.876;0.388;-9.007;0.0429;0.602;0.0134;0.207;0.662;98.011;67P7QngMeXMuA1qi9JqlyG;159013
0.604;0.709;-8.603;0.0288;0.0186;0.507;0.119;0.12;114.987;33l6mcqUThweUWU9bbzLhn;264800
0.871;0.592;-12.112;0.0557;0.482;0.687;0.0834;0.441;123.999;3KPhaCvEPAKmwgYd8LARFe;321733
0.768;0.498;-6.159;0.0424;0.76;2.04e-05;0.138;0.755;98.102;3n1CZHXSmwEvrC3n8trfLp;237375
0.628;0.579;-6.86;0.0358;0.341;0.0848;0.119;0.321;124.938;64c7VPaG2oVXyhfq57peBd;226979
0.453;0.558;-6.831;0.0267;0.484;0.00371;0.23;0.197;86.905;7dvg5YratVoM7s8LoZp26D;206518
0.649;0.716;-3.936;0.0384;0.268;4.51e-06;0.603;0.639;86.949;4f5kLqyOJ5ZPnalEVMQrB2;230948
0.688;0.82;-4.715;0.155;0.233;0.0;0.091;0.804;107.833;2QmsKag0YaqhAbpR9Nwmpn;208254
0.71;0.368;-10.531;0.0755;0.819;0.00352;0.118;0.216;101.054;5LjxNnCrGVaUKvJ3RxsBqy;192488
0.731;0.694;-5.23;0.0528;0.15;0.0;0.0825;0.476;109.535;1uSXWgU7H957sDwQZqFlw1;235307
0.759;0.947;-5.261;0.0655;0.253;0.255;0.0498;0.726;123.964;6VcVJ7YddkP6elt9Ym8c50;157208
0.698;0.585;-7.629;0.0479;0.432;0.265;0.0946;0.116;104.018;3p8LPCCe2y7cosybYJlX7Y;246923
0.59;0.648;-4.294;0.0347;0.604;0.0;0.135;0.323;79.943;3hw406I5QGLIjfBzxD9dDB;138443
0.728;0.584;-7.255;0.176;0.0524;0.0;0.0658;0.365;161.9;27oFpFktCq9JIXjJQRuv7a;166852
0.428;0.362;-11.614;0.179;0.812;0.923;0.107;0.0778;190.025;5qd4NIeakuzbmnqIwpmFPR;137834
0.595;0.712;-6.879;0.0539;0.0671;0.0;0.102;0.615;170.06;5GIE4sOL5Dk9gLbowUtUpT;225882
0.641;0.303;-12.803;0.0639;0.672;0.00102;0.124;0.14;81.984;4mXDPnhn0oEq3XrCHJ2pkP;301614
0.547;0.609;-7.753;0.0415;0.191;0.00434;0.445;0.178;110.11;7IHrePwtLgOllVS7dAiwao;205920
0.701;0.709;-6.072;0.0281;0.00712;0.00026;0.101;0.512;119.999;0el0hAhlb74fGc5qgHhcVS;174907
0.841;0.3;-13.286;0.185;0.615;0.661;0.0957;0.337;145.017;40ZO0ps1ZlbMV6Scg8TCRk;220138
0.667;0.671;-7.323;0.0347;0.0626;0.0254;0.112;0.137;121.979;7n0ekpOCKT20HKpxIhpSP2;154240
0.661;0.651;-3.771;0.0499;0.117;1.32e-05;0.056;0.368;87.46;1ixphys4A3NEXp6MDScfih;202915
0.686;0.538;-9.124;0.0591;0.245;0.199;0.0797;0.126;98.018;4hJ8mwIHxeCotHImePqPqr;205714
0.444;0.796;-5.826;0.111;0.326;2.08e-06;0.161;0.354;88.72;1iSuktdIdWrdfq0slQ4auO;194111
0.572;0.854;-3.879;0.0603;0.0126;1.32e-06;0.119;0.222;99.958;0gGSxG7r332R7Vgvk24GHY;210013
0.623;0.888;-5.122;0.0833;0.0321;0.0143;0.526;0.187;107.022;6N5thJ3UQMpHdf2fYOB3XL;206211
0.34;0.823;-7.181;0.0455;0.0854;0.668;0.141;0.0389;119.972;7JXVPV3BIeuDs7JImsuN9P;246405
0.616;0.886;-5.436;0.0416;0.163;0.0517;0.129;0.0694;124.987;5OLfObog5za3O71jQgZFsB;215039
0.683;0.481;-9.174;0.075;0.191;0.736;0.0907;0.47;120.001;7jZHUhAmW5oq1cq6s8IxmK;160000
0.667;0.92;-2.71;0.0773;0.00752;0.00232;0.126;0.146;114.977;4XeIiGpUBshIfs9yrBDVZC;358983
0.515;0.663;-7.896;0.0328;0.179;0.668;0.494;0.0756;120.024;59wlTaYOL5tDUgXnbBQ3my;234244
0.512;0.894;-5.396;0.0804;0.125;0.727;0.165;0.18;105.024;4WIAD59mZw4c4j36fjTvFo;179453
0.303;0.68;-5.318;0.0731;0.547;0.929;0.872;0.0397;118.581;6txjv1bYloEaQ65SainV1Y;192267
0.749;0.745;-7.367;0.0479;0.0041;0.395;0.0748;0.347;115.048;1LeItUMezKA1HdCHxYICed;262957
0.629;0.852;-5.094;0.0521;0.0865;0.0215;0.263;0.415;104.997;7KT7VGnPU5QVXN3q1BOeqb;215131
0.707;0.579;-6.198;0.0293;0.384;0.72;0.408;0.357;96.062;4aJnMRNeuDZSQN7FaSNGtM;131250
0.595;0.891;-3.928;0.0353;0.319;0.0987;0.327;0.539;95.013;3lNBpsW30g2xSngVw2l1U7;211783
0.419;0.635;-5.911;0.0441;0.392;0.592;0.44;0.0375;107.878;58sa3HUZL71gpMB6XvhaUo;400130
0.735;0.65;-5.815;0.0737;0.161;0.21;0.109;0.122;122.048;4F8wogXmIgCXEsi1FK0gH4;209600
0.663;0.827;-3.135;0.0372;0.0185;0.00104;0.265;0.395;104.985;3IUiA6msgyFl3f8kzbdgQP;208017
0.558;0.733;-6.65;0.0693;0.0334;0.00193;0.193;0.173;89.992;2WWfjbHALIb3e7FMcj9mr4;237140
0.698;0.812;-5.5;0.0399;0.58;0.182;0.113;0.351;128.045;6oHNAWV5sbGtTVCvXhXikt;180027
0.635;0.835;-2.876;0.0589;0.0948;0.0119;0.285;0.216;109.987;5p8QLRVnBk20xuvwiDZtTr;253122
0.515;0.686;-6.258;0.0929;0.00324;0.505;0.0647;0.148;140.013;63yesoRJgXT5QALryYFV0X;183680
0.365;0.756;-8.037;0.0612;0.597;0.856;0.111;0.0356;120.025;5t3CeZQsO1vewxDYjOqbzO;184347
0.682;0.519;-11.582;0.0319;0.00701;0.427;0.0781;0.187;124.003;1oWf71EPQVlawCcygiCbMy;251904
0.596;0.882;-5.279;0.0296;2.58e-05;0.457;0.0421;0.109;119.999;2XyNLoEWc4IDt9OVzXZUXl;240440
0.612;0.628;-6.754;0.0752;0.0358;0.00898;0.193;0.434;125.043;5Nu5Uyoauauy9LFePYL1Z3;228155
0.583;0.835;-5.164;0.0786;0.0376;0.014;0.0998;0.18;139.969;0MgAJsBMfmL7w24eM09Wzl;233499
0.658;0.864;-4.386;0.0367;0.0169;0.734;0.341;0.0539;120.005;4v2NVNvvFKmflDJ8BeHCxw;264987
0.415;0.786;-3.731;0.054;0.0894;5.14e-05;0.19;0.0395;80.027;6acBIiTtlfNblQvEcZLLE1;168000
0.585;0.904;-3.776;0.184;0.0773;0.113;0.142;0.338;93.988;083lOftWDnrpSSL7u9p53d;180397
0.542;0.585;-9.3;0.0474;0.0141;0.213;0.0929;0.337;170.046;06JRkix5RRMRIWffxZqlGt;160941
0.636;0.575;-4.624;0.0315;0.0117;0.861;0.12;0.193;119.996;7BdBAeVMiVHbszGoN7WsAt;219507
0.489;0.595;-8.106;0.0374;0.00439;0.878;0.0855;0.56;170.05;2eMh8ISgK9dylE51SJUixA;171500
0.672;0.822;-7.682;0.0587;0.000513;0.871;0.283;0.34;123.98;56TRkdp1HtLVtNuX8P3QbB;307889
0.562;0.852;-3.501;0.043;0.0379;0.704;0.122;0.0355;93.971;7xPAslx8T8DODx3LT6Zfni;148085
0.497;0.925;-4.489;0.0745;0.00523;0.781;0.222;0.262;139.961;1cEDPbmrlhoVK1h6BLwBYS;207827
0.427;0.603;-7.812;0.0309;0.0026;0.0125;0.156;0.178;75.058;64LxDEEDDtQfb4bTadJsyX;184000
0.577;0.648;-4.235;0.189;0.494;0.919;0.113;0.295;178.5;42JpcqbKr2Zq55hoixtq34;161926
0.484;0.844;-6.096;0.0479;0.0332;0.0319;0.22;0.49;130.062;0XhFy7NAFb8b1grm26Xwh2;214154
0.577;0.748;-4.943;0.0357;0.0234;0.0876;0.113;0.279;124.71;3xhR3mClWXydDCByJxnOwY;292777
0.47;0.633;-9.323;0.0323;0.0016;0.00453;0.257;0.149;140.12;1a5Hi6hk75ftgzAVMkj5Lw;196000
0.479;0.827;-3.932;0.0901;0.0432;0.539;0.372;0.207;110.084;4cZqZa0AyJE4vEjhfzrxU5;183273
0.39;0.31;-14.545;0.0676;0.794;0.0;0.379;0.584;177.515;3RkQ3UwOyPqpIiIvGVewuU;330533
0.838;0.536;-8.645;0.0478;0.555;0.000376;0.111;0.107;104.988;11BAVEGi1ivJ6JWLqKUNrZ;195173
0.908;0.621;-6.638;0.102;0.000282;5.39e-05;0.0958;0.421;150.011;7KXjTSCq5nL1LoYtL7XAwS;177000
0.772;0.371;-5.743;0.0348;0.744;0.0;0.167;0.684;96.574;6nLvaCZFR1wEzW3sIKpsnr;233733
0.781;0.728;-4.981;0.0621;0.0509;1.94e-06;0.257;0.395;102.99;0NTMtAO2BV4tnGvw9EgBVq;219306
0.773;0.706;-5.709;0.0999;0.00538;0.0148;0.0208;0.693;160.912;3osQ5lSSqZb8HWRozdbVPw;162365
0.757;0.678;-5.529;0.233;0.0472;9.14e-06;0.0654;0.82;120.075;2hgzdQdnfWwtdpZbhZlV72;218235
0.494;0.951;-4.237;0.132;0.000569;0.0;0.327;0.441;160.025;1CQ2cMfrmFM1YdfmjENKVE;202496
0.813;0.627;-5.018;0.0486;0.0771;0.000616;0.131;0.801;130.011;6XjN4IF5nIVwGJWLgMdtjR;195853
0.778;0.824;-5.892;0.0707;0.284;0.0;0.405;0.758;100.024;3ZFTkvIE7kyPt6Nu3PEa7V;218093
0.573;0.739;-5.74;0.129;0.0285;0.0;0.111;0.451;97.085;0wI7QkCcs8FUQE1OkXUIqd;230240
0.701;0.724;-5.751;0.145;0.267;0.0;0.0867;0.425;132.035;358bOvBiZCS9fRzNYosw6c;237053
0.565;0.849;-3.516;0.0517;0.00868;4.68e-06;0.12;0.427;102.034;6s3GEN8wK0OMzzzZbXj0fu;212647
0.638;0.924;-3.887;0.036;0.00205;0.000175;0.149;0.53;111.995;69uxyAqqPIsUyTO8txoP2M;263787
0.209;0.417;-8.74;0.0338;0.164;0.00196;0.113;0.124;138.178;7LVHVU3tWfcxj5aiPFEW4Q;295533
0.382;0.354;-6.595;0.0289;0.858;3.11e-06;0.168;0.435;87.018;3dkIE8P7hvl3tHl9KSb6dA;142280
0.765;0.946;-5.266;0.067;0.264;0.319;0.0413;0.777;123.976;4N1NX1NM6hOQDx11jJC8cn;157373
0.753;0.776;-5.453;0.0518;0.0569;0.0;0.325;0.718;131.194;4P6tyL5Uom1pIcFtTwO898;202475
0.746;0.846;-2.432;0.048;0.0485;0.0;0.195;0.403;114.955;10AsRVRdU07cMAFHeGYO3c;174933
0.736;0.795;-3.299;0.0545;0.498;1.21e-06;0.254;0.511;104.066;7tr2za8SQg2CI8EDgrdtNl;230813
0.741;0.667;-5.445;0.134;0.0575;0.0;0.106;0.595;112.956;1louJpMmzEicAn7lzDalPW;223504
0.725;0.534;-6.238;0.0946;0.0752;0.0;0.0919;0.558;91.974;72TFWvU3wUYdUuxejTTIzt;219320
0.724;0.804;-4.614;0.0448;0.124;0.0;0.204;0.306;124.987;0tBbt8CrmxbjRP0pueQkyU;197993
0.749;0.731;-4.017;0.0446;0.05;0.000142;0.065;0.441;91.98;1yqirwVIIV0MtmGWsanoIu;201362
0.604;0.802;-6.998;0.0562;0.62;0.00208;0.416;0.392;98.015;1604GE2mCqNXURgRABcwrY;244898
0.495;0.701;-10.33;0.0468;0.0062;0.814;0.123;0.272;198.068;613c4BiSGbGWQeudSO9HDV;270757
0.661;0.635;-7.423;0.0645;0.204;0.00114;0.186;0.365;99.972;7IfOWyh4jTfkcGVrXKVNq0;218480
0.703;0.553;-6.176;0.0799;0.0518;0.0;0.101;0.718;99.989;3uHuSLxlSUwgGjEaVXAQOt;247773
0.56;0.533;-7.804;0.388;0.194;1.4e-05;0.0919;0.908;200.066;2tHfNQnj50VoMZga2rpfdA;195467
0.382;0.354;-6.595;0.0289;0.858;3.11e-06;0.168;0.435;87.018;3dkIE8P7hvl3tHl9KSb6dA;142280
0.622;0.309;-15.125;0.0559;0.727;2.94e-05;0.229;0.708;130.022;4gFFvVA8p5JQ3qv40H7yPT;165930
0.795;0.856;-3.836;0.0334;0.26;0.000491;0.128;0.964;129.912;69FtgMJrR2lfsBR97JSp4d;219920
0.77;0.638;-5.402;0.0682;0.17;0.00532;0.0972;0.299;141.935;58V4tz7OjzByItDUFtUZr5;180845
0.714;0.6;-8.365;0.0876;0.0465;0.0;0.0646;0.504;82.017;3jEqrIfwKO0M8ALu3TGilF;205840
0.675;0.794;-5.061;0.0286;0.0056;0.00212;0.0875;0.847;139.928;79fhk4eWWpe2Cw2l7xlIiI;195649
0.772;0.582;-5.14;0.0615;0.222;8.78e-05;0.108;0.319;117.856;64I0PKLFEKlcvc7fEVUGq0;180067
0.399;0.787;-2.88;0.0499;0.0197;6.07e-05;0.0685;0.572;117.089;4VrWlk8IQxevMvERoX08iC;216120
0.573;0.781;-6.406;0.0555;0.0767;2.64e-05;0.0813;0.343;139.934;1UZOjK1BwmwWU14Erba9CZ;231907
0.818;0.913;-3.06;0.0426;0.093;3.69e-05;0.161;0.536;119.986;1vvNmPOiUuyCbgWmtc6yfm;219160
0.67;0.63;-3.651;0.0694;0.133;0.0;0.118;0.582;86.025;45KqDHTOJtIM53QR1gPGTa;182044
0.725;0.844;-3.707;0.0347;0.363;0.000716;0.125;0.711;104.001;6SLTPbDxDYR0uSMTT7gSb7;209427
0.636;0.676;-6.285;0.0279;0.00246;1.02e-05;0.12;0.282;100.051;40120Gj8DGFiTb4h1ElwF9;195707
0.432;0.781;-4.038;0.0567;0.041;4.21e-06;0.0789;0.197;139.432;66hayvUbTotekKU3H4ta1f;250286
0.634;0.885;-4.702;0.304;0.0122;0.0;0.193;0.327;127.064;7sK3nu6yk8urQ44ouEB7Au;223333
0.728;0.563;-8.053;0.134;0.621;0.0;0.179;0.352;100.017;06KyNuuMOX1ROXRhj787tj;217707
0.683;0.485;-10.881;0.0398;0.0575;0.0631;0.25;0.194;123.001;69V4ar8T60qCnOLHQQbTnd;318627
0.677;0.497;-5.763;0.0809;0.152;0.0;0.0911;0.419;99.137;0Zbbxnx4SGGHoIow4PpISP;236853
0.634;0.724;-5.842;0.0546;0.00499;0.000193;0.0732;0.309;148.024;7aaeZpSr54XQKSwMYO5JeH;263716
0.776;0.597;-8.467;0.42;0.201;0.00925;0.12;0.787;96.99;5lt7DisYMz8AzstCfMjT4e;185567
0.679;0.715;-6.383;0.0407;0.0755;0.0;0.271;0.571;127.435;4Ub8UsjWuewQrPhuepfVpd;214148
0.546;0.901;-5.038;0.0323;9.52e-05;0.77;0.0762;0.622;137.057;2lCrZBgfL1lrp7eOcIqReF;242613
0.53;0.812;-3.021;0.0472;0.169;0.0;0.141;0.325;144.809;1zG3vdLkyPZG9l9tWkSnVn;189103
0.753;0.505;-7.621;0.255;0.534;2.58e-06;0.104;0.419;91.972;0EcQcdcbQeVJn9fknj44Be;197437
0.704;0.594;-8.374;0.0517;0.528;7.74e-06;0.113;0.493;145.012;5JlGAhWabxmwpyNyiEumzr;202160
0.845;0.709;-5.966;0.317;0.407;2.41e-06;0.111;0.472;124.169;79m95shJaTK0aSogeQQTyD;251813
0.685;0.508;-6.4;0.0987;0.193;0.0;0.139;0.315;99.063;5sIx4BlfYGuZeSLF40N9GH;217287
0.72;0.621;-9.773;0.0491;0.676;0.0;0.0679;0.566;114.987;1wnozUBSe7OMpmZiTPJC5j;304467
0.634;0.318;-12.345;0.0304;0.411;0.0;0.23;0.664;91.02;0Pcg6igghFbaCaqwcpUM36;351720
0.601;0.441;-8.946;0.0285;0.645;1.08e-06;0.0986;0.202;103.862;500H9ENeR5AYbKU1ScK6ME;396507
0.599;0.653;-7.576;0.122;0.362;0.0;0.144;0.678;79.968;0gRNu9dVzi5aC87AI1empZ;284573
0.488;0.403;-7.005;0.0272;0.598;4.28e-06;0.434;0.497;131.489;3GrCQPpKqKzOcKfMAoqn82;212832
0.7;0.343;-10.474;0.0308;0.767;0.0;0.0789;0.488;137.864;1O5mTSQa0sCce9ghhDqIZl;315173
0.59;0.555;-6.861;0.0271;0.481;0.0;0.192;0.191;84.027;4bD9z9qa4qg9BhryvYWB7c;223460
0.637;0.573;-6.69;0.0491;0.279;3.46e-06;0.0617;0.704;90.017;0u8wprNfOdcWpUlWnfMcpP;306834
0.529;0.451;-6.25;0.025;0.788;0.0;0.122;0.309;94.054;7ouBSPZKQpm7zQz2leJXta;261974
0.501;0.445;-8.432;0.0337;0.772;0.0;0.117;0.388;80.086;0Yld4eVEV6rBvpijVU2s6l;225750
0.65;0.551;-6.906;0.0274;0.405;0.0;0.219;0.294;102.934;4t1DkxexoMbIHfSHS4Uiyr;223999
0.394;0.641;-6.493;0.0312;0.276;0.0;0.0958;0.335;81.932;5PvwPy5eRO8BPwpRzCHK3D;390223
0.52;0.485;-6.438;0.0269;0.927;0.000466;0.159;0.407;143.901;1cmZbGkCEVVAck2MsWpPYQ;192187
0.703;0.982;-3.466;0.118;0.394;0.000939;0.109;0.697;110.03;1bx6spmieE655BQvWdTYKA;319636
0.545;0.356;-15.239;0.0937;0.829;0.00053;0.297;0.427;144.235;5bYBUKAIs1F4DcdcNfbMgj;263333
0.624;0.551;-6.871;0.033;0.285;0.0;0.234;0.229;149.97;44Gp4GIRWoxFnuHlMyhhiJ;314000
0.57;0.55;-8.343;0.035;0.524;3.73e-05;0.0921;0.435;117.999;6vo7Y1iWyZvpjvFbf6BiZ5;311186
0.562;0.519;-8.744;0.0326;0.557;0.000268;0.172;0.415;122.925;2FCXQHugkoHE1K3tiDu8pu;341055
0.581;0.71;-4.961;0.0374;0.395;0.0;0.137;0.755;111.969;3XWBGyt7m2rZAjEj0awWnw;308714
0.56;0.512;-7.185;0.0333;0.592;0.0;0.056;0.39;123.991;7lGhrfren1Zpwh0ds0zuUg;254516
0.659;0.774;-7.014;0.0372;0.606;0.000333;0.185;0.883;82.995;4wIWWEhbdgKAxhR68eE0Ye;280161
0.465;0.769;-3.209;0.0325;0.581;0.0;0.108;0.473;87.961;16BGhwv8wYXkv2mMJF7ryv;276380
0.501;0.382;-9.31;0.0283;0.722;1.15e-05;0.154;0.264;80.657;0ZyJDDqBjI0rDnn31qHgbg;278402
0.385;0.464;-6.975;0.0404;0.452;0.0;0.109;0.15;137.839;1y1rQTkWmrZdJmjwuK07GC;234722
0.72;0.63;-5.549;0.0413;0.615;0.0;0.108;0.512;81.009;2rOnSn2piaqLAlYjtfUBlY;230292
0.726;0.53;-8.485;0.0531;0.498;0.0;0.14;0.594;126.06;5JCDVLwteSXuwVqjCa7SwH;385000
0.395;0.378;-9.743;0.0443;0.88;0.0879;0.105;0.286;152.204;02wf1NAQdIpe5S1NJYPwvB;329081
0.669;0.357;-16.269;0.0625;0.198;3.22e-06;0.0446;0.501;88.022;4eSptlk4boHEHiFKHnsyoF;465133
0.369;0.231;-16.222;0.0315;0.852;0.096;0.108;0.0516;165.438;4lcQHckNMeUkM8jx67j28G;462501
0.577;0.574;-6.525;0.0278;0.572;0.0;0.1;0.436;94.009;6VBhH7CyP56BXjp8VsDFPZ;268165
0.633;0.691;-5.851;0.0557;0.329;0.000211;0.134;0.57;80.002;0mWtcNIAL9jITVHl3F2SQF;427547
0.356;0.47;-8.929;0.0278;0.518;1e-05;0.0807;0.167;93.895;7uNnlVit5qDvfOje0pqICF;316500
0.714;0.892;-5.342;0.0516;0.00145;0.000817;0.0462;0.899;134.997;2zZTXtLqCsICzEcztKjn47;282012
0.651;0.482;-8.666;0.0281;0.293;0.0;0.0811;0.517;106.993;0rk2X5TAhraBC5aCIXK2Rq;269185
0.711;0.295;-12.377;0.0334;0.534;4.51e-05;0.0782;0.694;135.041;1hQia6rxgfM1ly2hE3StWp;257973
0.657;0.581;-8.108;0.0298;0.7;1.75e-05;0.116;0.32;118.038;6tzckBcK66LzeSA1Opnv35;243578
0.571;0.734;-6.059;0.0402;0.463;0.000691;0.128;0.552;118.881;1pNIbZ1F7CJmk60h6UJaVg;389693
0.458;0.34;-14.309;0.0333;0.774;2.01e-05;0.0799;0.516;151.979;1VrheK4CdhX74nrOSNIFtH;291400
0.659;0.774;-7.014;0.0372;0.606;0.000333;0.185;0.883;82.995;3uL1IBFhg52VcQqOwAG01E;280161
0.77;0.84;-4.022;0.107;0.515;0.00452;0.145;0.192;96.012;0yCWDaAgOtg6TKlNCg9rwA;270000
0.758;0.377;-10.224;0.0511;0.544;7.65e-05;0.0904;0.624;139.932;7u5B4ptccyg8T7NPfByhE7;255721
0.426;0.688;-5.25;0.0443;0.351;0.0;0.0998;0.239;118.586;3zqFsowz5iGbYIxZW5KlKw;214002
0.606;0.601;-5.576;0.0283;0.796;0.000511;0.127;0.453;125.961;0l6g8Z8mqGbGXFOjigYetD;289999
0.302;0.493;-5.038;0.0451;0.455;0.0;0.134;0.457;88.904;0GQngE2rOYvlKwEQjTAsP8;249707
0.319;0.552;-6.401;0.0307;0.719;0.0;0.144;0.221;93.991;7aE1lfskJLMHQnzCCP1zsV;268463
0.677;0.318;-9.196;0.028;0.775;0.0;0.118;0.585;104.983;5ZhKD46Q7mhsl0awl7ZMJc;228969
0.505;0.667;-5.797;0.0323;0.597;0.0;0.213;0.516;151.728;6mTvwBzWTGDOVeCNQEqtOE;281323
0.483;0.468;-7.642;0.0341;0.784;0.0;0.152;0.319;135.875;1smFN2CLqGROu0J0UyvDfL;247941
0.611;0.612;-7.978;0.114;0.441;0.0;0.18;0.898;171.841;3jJ5HgLRNydtLRghjWVaCG;270439
0.435;0.658;-5.949;0.0368;0.699;0.0;0.125;0.524;77.17;2tjWCe2W7sgvS3C8NHcdtI;222501
0.566;0.541;-5.525;0.0306;0.341;4.45e-06;0.102;0.31;83.939;1NX33DecZrq4ZUGDc47AfN;264806
0.697;0.438;-8.411;0.0289;0.399;0.0;0.293;0.58;117.955;2RgvvnMwtP0R2OkVZmFvnV;241668
0.485;0.456;-6.544;0.0309;0.898;2.58e-05;0.0835;0.424;90.352;5kl6FcnZv8jQDgNSWNyfpN;296377
0.778;0.227;-16.191;0.0379;0.983;0.14;0.113;0.38;116.033;6nZiYSBwPQ7fYnVWkkkj4g;213056
0.449;0.421;-8.92;0.0272;0.387;0.000108;0.11;0.203;163.747;3hp6JfJIxkv3sl7E6p7DQj;283070
0.486;0.898;-3.791;0.171;0.309;0.0;0.0886;0.648;88.335;4fgJe7zBjVXvs8HxtE21Y9;299333
0.607;0.713;-5.105;0.03;0.56;4.98e-05;0.101;0.611;124.868;0ojpEubhy4JNeVftmVuiN7;272533
0.673;0.714;-8.042;0.039;0.111;0.0;0.0858;0.78;112.941;5OMUXgfXsSukZ0zxelpC3b;254653
0.528;0.664;-7.262;0.0377;0.226;0.0;0.121;0.109;97.893;0M9UxL5CebtmlijPMH6KfW;219870
0.533;0.436;-7.521;0.0276;0.234;3.17e-06;0.46;0.371;146.868;3WVHfTd7xz9VPYJQFpOp8j;308158
0.499;0.541;-10.463;0.0448;0.744;0.00167;0.0579;0.381;81.198;3vjkllvtOIKpVvXSWsu1ta;238688
0.565;0.744;-5.817;0.0446;0.403;0.0;0.0853;0.415;134.068;3aaiAWCet6sbfOfLSn3g7i;272680
0.676;0.671;-6.271;0.0526;0.568;0.0;0.0885;0.572;81.046;0gE4lSz8VwKkxzQB5hj1XE;272083
0.604;0.72;-7.276;0.0603;0.571;1.18e-05;0.12;0.528;130.995;1sbW5E7w8tnqpYk0Frx8QG;240784
0.563;0.495;-10.272;0.0362;0.781;0.0;0.0837;0.244;125.998;3gOXq3FPPesm7VLPKmef6j;291462
0.488;0.57;-5.602;0.0775;0.251;0.0;0.107;0.668;169.702;17opN752ZQpNuoptelsNQ1;312893
0.481;0.496;-7.421;0.0262;0.588;0.0;0.132;0.453;89.839;6fScgF2Y63ScU73nYju0ny;251819
0.679;0.421;-9.13;0.0344;0.685;6.81e-06;0.244;0.65;81.012;0joXv5niso2T8YXWOlIe1X;350618
0.504;0.787;-5.948;0.0605;0.412;0.0;0.323;0.49;114.772;6ocOeSjnWPcSTaSsi0zIdY;325934
0.611;0.598;-8.178;0.0551;0.345;1.18e-05;0.183;0.604;177.963;7IC7D8HIUgBqPiKDpOFBQt;314149
0.382;0.632;-6.393;0.0411;0.391;0.000486;0.0922;0.716;78.936;0gPgdRfB4jdGrlyXS0Vx78;333584
0.548;0.737;-7.865;0.0386;0.458;0.00806;0.091;0.412;119.961;5KNuHsIeFtD0oukst77hBi;364330
0.578;0.561;-7.048;0.0597;0.731;0.0126;0.171;0.529;167.887;5Br8K1CLLVB7AuuM0t4G7r;303673
